datetime;fecha;hora;prod;wind_speed
2007-05-15 09:00:00;2007-05-15;09:00;5;2.5
2007-05-15 10:00:00;2007-05-15;10:00;7;3.6
2007-05-15 11:00:00;2007-05-15;11:00;198;2.7
2007-05-15 12:00:00;2007-05-15;12:00;10;2.1
2007-05-15 13:00:00;2007-05-15;13:00;7;2.9
2007-05-15 14:00:00;2007-05-15;14:00;159;2.7
2007-05-15 15:00:00;2007-05-15;15:00;41;2
2007-05-15 16:00:00;2007-05-15;16:00;927;3.6
2007-05-15 17:00:00;2007-05-15;17:00;1547;3.7
2007-05-15 18:00:00;2007-05-15;18:00;1094;3.6
2007-05-15 19:00:00;2007-05-15;19:00;1898;5.3
2007-05-15 20:00:00;2007-05-15;20:00;2153;4.6
2007-05-15 21:00:00;2007-05-15;21:00;1738;4.1
2007-05-15 22:00:00;2007-05-15;22:00;743;4.2
2007-05-15 23:00:00;2007-05-15;23:00;939;3.6
2007-05-16 00:00:00;2007-05-16;00:00;243;3
2007-05-16 01:00:00;2007-05-16;01:00;171;2.4
2007-05-16 02:00:00;2007-05-16;02:00;4;2.8
2007-05-16 03:00:00;2007-05-16;03:00;329;4.1
2007-05-16 04:00:00;2007-05-16;04:00;2409;4.2
2007-05-16 05:00:00;2007-05-16;05:00;2087;4.3
2007-05-16 06:00:00;2007-05-16;06:00;3891;4.7
2007-05-16 07:00:00;2007-05-16;07:00;4564;6
2007-05-16 08:00:00;2007-05-16;08:00;4898;5.8
2007-05-16 09:00:00;2007-05-16;09:00;2417;5
2007-05-16 10:00:00;2007-05-16;10:00;3564;5.9
2007-05-16 11:00:00;2007-05-16;11:00;5126;5.8
2007-05-16 12:00:00;2007-05-16;12:00;3178;5.8
2007-05-16 13:00:00;2007-05-16;13:00;4508;5.9
2007-05-16 14:00:00;2007-05-16;14:00;6700;5.4
2007-05-16 15:00:00;2007-05-16;15:00;4368;5.5
2007-05-16 16:00:00;2007-05-16;16:00;6757;6.3
2007-05-16 17:00:00;2007-05-16;17:00;8468;7.5
2007-05-16 18:00:00;2007-05-16;18:00;12899;6.9
2007-05-16 19:00:00;2007-05-16;19:00;10017;6.4
2007-05-16 20:00:00;2007-05-16;20:00;6825;6.3
2007-05-16 21:00:00;2007-05-16;21:00;13531;7.1
2007-05-16 22:00:00;2007-05-16;22:00;21642;7.6
2007-05-16 23:00:00;2007-05-16;23:00;22816;7.7
2007-05-17 00:00:00;2007-05-17;00:00;20365;7.6
2007-05-17 01:00:00;2007-05-17;01:00;16125;11.3
2007-05-17 02:00:00;2007-05-17;02:00;20561;12.6
2007-05-17 03:00:00;2007-05-17;03:00;18716;9.1
2007-05-17 04:00:00;2007-05-17;04:00;19386;9.9
2007-05-17 05:00:00;2007-05-17;05:00;17256;9.6
2007-05-17 06:00:00;2007-05-17;06:00;16284;9.5
2007-05-17 07:00:00;2007-05-17;07:00;19169;9.6
2007-05-17 08:00:00;2007-05-17;08:00;20163;9
2007-05-17 09:00:00;2007-05-17;09:00;18734;8.6
2007-05-17 10:00:00;2007-05-17;10:00;14065;6.6
2007-05-17 11:00:00;2007-05-17;11:00;15693;8.4
2007-05-17 12:00:00;2007-05-17;12:00;18763;8.3
2007-05-17 13:00:00;2007-05-17;13:00;17150;8.1
2007-05-17 14:00:00;2007-05-17;14:00;7515;6.3
2007-05-17 15:00:00;2007-05-17;15:00;5665;4.9
2007-05-17 16:00:00;2007-05-17;16:00;5395;5.4
2007-05-17 17:00:00;2007-05-17;17:00;6609;4.2
2007-05-17 18:00:00;2007-05-17;18:00;5383;5.1
2007-05-17 19:00:00;2007-05-17;19:00;10784;6.8
2007-05-17 20:00:00;2007-05-17;20:00;10456;7.4
2007-05-17 21:00:00;2007-05-17;21:00;11166;8.8
2007-05-17 22:00:00;2007-05-17;22:00;12209;8.5
2007-05-17 23:00:00;2007-05-17;23:00;18326;13.4
2007-05-18 00:00:00;2007-05-18;00:00;21797;11.1
2007-05-18 01:00:00;2007-05-18;01:00;18728;11
2007-05-18 02:00:00;2007-05-18;02:00;18938;8.8
2007-05-18 03:00:00;2007-05-18;03:00;14073;7.4
2007-05-18 04:00:00;2007-05-18;04:00;11829;5.8
2007-05-18 05:00:00;2007-05-18;05:00;7338;7.6
2007-05-18 06:00:00;2007-05-18;06:00;7622;5.7
2007-05-18 07:00:00;2007-05-18;07:00;3762;4.3
2007-05-18 08:00:00;2007-05-18;08:00;4696;5.6
2007-05-18 09:00:00;2007-05-18;09:00;7201;7
2007-05-18 10:00:00;2007-05-18;10:00;16102;7.5
2007-05-18 11:00:00;2007-05-18;11:00;15077;8.3
2007-05-18 12:00:00;2007-05-18;12:00;12958;7.7
2007-05-18 13:00:00;2007-05-18;13:00;18138;6.9
2007-05-18 14:00:00;2007-05-18;14:00;17506;6
2007-05-18 15:00:00;2007-05-18;15:00;17515;6.6
2007-05-18 16:00:00;2007-05-18;16:00;16508;7.3
2007-05-18 17:00:00;2007-05-18;17:00;13345;7.8
2007-05-18 18:00:00;2007-05-18;18:00;12319;7.4
2007-05-18 19:00:00;2007-05-18;19:00;18215;9.5
2007-05-18 20:00:00;2007-05-18;20:00;25778;8
2007-05-18 21:00:00;2007-05-18;21:00;28468;9.1
2007-05-18 22:00:00;2007-05-18;22:00;29784;9.3
2007-05-18 23:00:00;2007-05-18;23:00;32464;11.3
2007-05-19 00:00:00;2007-05-19;00:00;31096;11.5
2007-05-19 01:00:00;2007-05-19;01:00;27426;9.7
2007-05-19 02:00:00;2007-05-19;02:00;21777;7.8
2007-05-19 03:00:00;2007-05-19;03:00;20880;8.2
2007-05-19 04:00:00;2007-05-19;04:00;19995;9
2007-05-19 05:00:00;2007-05-19;05:00;23366;8.5
2007-05-19 06:00:00;2007-05-19;06:00;24632;8.9
2007-05-19 07:00:00;2007-05-19;07:00;28229;10.4
2007-05-19 08:00:00;2007-05-19;08:00;30378;10.1
2007-05-19 09:00:00;2007-05-19;09:00;28663;8.7
2007-05-19 10:00:00;2007-05-19;10:00;28217;8.4
2007-05-19 11:00:00;2007-05-19;11:00;27564;9.7
2007-05-19 12:00:00;2007-05-19;12:00;31611;10.6
2007-05-19 13:00:00;2007-05-19;13:00;34384;9.9
2007-05-19 14:00:00;2007-05-19;14:00;32249;9.1
2007-05-19 15:00:00;2007-05-19;15:00;31326;8.8
2007-05-19 16:00:00;2007-05-19;16:00;31727;10.3
2007-05-19 17:00:00;2007-05-19;17:00;36465;11.2
2007-05-19 18:00:00;2007-05-19;18:00;36416;12.2
2007-05-19 19:00:00;2007-05-19;19:00;35659;9.5
2007-05-19 20:00:00;2007-05-19;20:00;33141;10.4
2007-05-19 21:00:00;2007-05-19;21:00;34620;10.7
2007-05-19 22:00:00;2007-05-19;22:00;32604;10.9
2007-05-19 23:00:00;2007-05-19;23:00;33429;10.2
2007-05-20 00:00:00;2007-05-20;00:00;33041;11.3
2007-05-20 01:00:00;2007-05-20;01:00;31674;9.6
2007-05-20 02:00:00;2007-05-20;02:00;27745;9.5
2007-05-20 03:00:00;2007-05-20;03:00;31533;12.5
2007-05-20 04:00:00;2007-05-20;04:00;35071;9.9
2007-05-20 05:00:00;2007-05-20;05:00;34205;9.3
2007-05-20 06:00:00;2007-05-20;06:00;33678;9.9
2007-05-20 07:00:00;2007-05-20;07:00;29862;8.6
2007-05-20 08:00:00;2007-05-20;08:00;25441;9.1
2007-05-20 09:00:00;2007-05-20;09:00;24435;10.9
2007-05-20 10:00:00;2007-05-20;10:00;32133;12.3
2007-05-20 11:00:00;2007-05-20;11:00;32590;10.2
2007-05-20 12:00:00;2007-05-20;12:00;34793;12.2
2007-05-20 13:00:00;2007-05-20;13:00;30858;11.2
2007-05-20 14:00:00;2007-05-20;14:00;34121;14
2007-05-20 15:00:00;2007-05-20;15:00;33735;11.9
2007-05-20 16:00:00;2007-05-20;16:00;33092;10.6
2007-05-20 17:00:00;2007-05-20;17:00;31499;11.1
2007-05-20 18:00:00;2007-05-20;18:00;32031;10.9
2007-05-20 19:00:00;2007-05-20;19:00;34995;10.9
2007-05-20 20:00:00;2007-05-20;20:00;29350;8.5
2007-05-20 21:00:00;2007-05-20;21:00;29427;14.1
2007-05-20 22:00:00;2007-05-20;22:00;28391;9.9
2007-05-20 23:00:00;2007-05-20;23:00;25037;9.9
2007-05-21 00:00:00;2007-05-21;00:00;30634;9.9
2007-05-21 01:00:00;2007-05-21;01:00;29451;10.3
2007-05-21 02:00:00;2007-05-21;02:00;33619;10.2
2007-05-21 03:00:00;2007-05-21;03:00;28286;12.2
2007-05-21 04:00:00;2007-05-21;04:00;24111;9.9
2007-05-21 05:00:00;2007-05-21;05:00;32289;11.7
2007-05-21 06:00:00;2007-05-21;06:00;30041;10.7
2007-05-21 07:00:00;2007-05-21;07:00;26373;11.6
2007-05-21 08:00:00;2007-05-21;08:00;28243;9.3
2007-05-21 09:00:00;2007-05-21;09:00;24196;11.5
2007-05-21 10:00:00;2007-05-21;10:00;28718;10.7
2007-05-21 11:00:00;2007-05-21;11:00;27545;10.6
2007-05-21 12:00:00;2007-05-21;12:00;28426;9.6
2007-05-21 13:00:00;2007-05-21;13:00;29233;10
2007-05-21 14:00:00;2007-05-21;14:00;31484;12.4
2007-05-21 15:00:00;2007-05-21;15:00;34160;12
2007-05-21 16:00:00;2007-05-21;16:00;34753;12.1
2007-05-21 17:00:00;2007-05-21;17:00;32058;9.8
2007-05-21 18:00:00;2007-05-21;18:00;31685;11.4
2007-05-21 19:00:00;2007-05-21;19:00;29725;10.5
2007-05-21 20:00:00;2007-05-21;20:00;25544;9.9
2007-05-21 21:00:00;2007-05-21;21:00;21838;8.2
2007-05-21 22:00:00;2007-05-21;22:00;18916;8.6
2007-05-21 23:00:00;2007-05-21;23:00;19679;8.5
2007-05-22 00:00:00;2007-05-22;00:00;24358;9.1
2007-05-22 01:00:00;2007-05-22;01:00;26869;9.6
2007-05-22 02:00:00;2007-05-22;02:00;24630;10.1
2007-05-22 03:00:00;2007-05-22;03:00;26433;8.8
2007-05-22 04:00:00;2007-05-22;04:00;31448;11.9
2007-05-22 05:00:00;2007-05-22;05:00;31857;12.2
2007-05-22 06:00:00;2007-05-22;06:00;31659;14.6
2007-05-22 07:00:00;2007-05-22;07:00;32624;14.1
2007-05-22 08:00:00;2007-05-22;08:00;29299;13.1
2007-05-22 09:00:00;2007-05-22;09:00;31721;10.9
2007-05-22 10:00:00;2007-05-22;10:00;33015;12.8
2007-05-22 11:00:00;2007-05-22;11:00;33042;13.2
2007-05-22 12:00:00;2007-05-22;12:00;35604;14.9
2007-05-22 13:00:00;2007-05-22;13:00;34638;9.7
2007-05-22 14:00:00;2007-05-22;14:00;29309;10.2
2007-05-22 15:00:00;2007-05-22;15:00;31767;11.9
2007-05-22 16:00:00;2007-05-22;16:00;24733;5.3
2007-05-22 17:00:00;2007-05-22;17:00;16718;8.5
2007-05-22 18:00:00;2007-05-22;18:00;13116;6.2
2007-05-22 19:00:00;2007-05-22;19:00;13227;7.1
2007-05-22 20:00:00;2007-05-22;20:00;7914;4.4
2007-05-22 21:00:00;2007-05-22;21:00;1967;7.3
2007-05-22 22:00:00;2007-05-22;22:00;5266;5
2007-05-22 23:00:00;2007-05-22;23:00;7588;7.7
2007-05-23 00:00:00;2007-05-23;00:00;11190;5.9
2007-05-23 01:00:00;2007-05-23;01:00;15902;8
2007-05-23 02:00:00;2007-05-23;02:00;27801;10.4
2007-05-23 03:00:00;2007-05-23;03:00;15098;5.4
2007-05-23 04:00:00;2007-05-23;04:00;7149;4.9
2007-05-23 05:00:00;2007-05-23;05:00;7276;8.1
2007-05-23 06:00:00;2007-05-23;06:00;13311;9.7
2007-05-23 07:00:00;2007-05-23;07:00;14551;8.8
2007-05-23 08:00:00;2007-05-23;08:00;16976;10
2007-05-23 09:00:00;2007-05-23;09:00;14619;5.3
2007-05-23 10:00:00;2007-05-23;10:00;5425;6.8
2007-05-23 11:00:00;2007-05-23;11:00;8357;4.3
2007-05-23 12:00:00;2007-05-23;12:00;3146;4.7
2007-05-23 13:00:00;2007-05-23;13:00;4604;3.9
2007-05-23 14:00:00;2007-05-23;14:00;2941;6.2
2007-05-23 15:00:00;2007-05-23;15:00;4772;5.6
2007-05-23 16:00:00;2007-05-23;16:00;3412;3.8
2007-05-23 17:00:00;2007-05-23;17:00;3608;6.1
2007-05-23 18:00:00;2007-05-23;18:00;3937;6
2007-05-23 19:00:00;2007-05-23;19:00;3538;4.6
2007-05-23 20:00:00;2007-05-23;20:00;3624;4.7
2007-05-23 21:00:00;2007-05-23;21:00;3604;6.5
2007-05-23 22:00:00;2007-05-23;22:00;5697;5.8
2007-05-23 23:00:00;2007-05-23;23:00;6027;7.3
2007-05-24 00:00:00;2007-05-24;00:00;9697;9.9
2007-05-24 01:00:00;2007-05-24;01:00;16300;10.2
2007-05-24 02:00:00;2007-05-24;02:00;19875;11.7
2007-05-24 03:00:00;2007-05-24;03:00;14291;10.6
2007-05-24 04:00:00;2007-05-24;04:00;12581;7.7
2007-05-24 05:00:00;2007-05-24;05:00;13178;4.7
2007-05-24 06:00:00;2007-05-24;06:00;9354;4.8
2007-05-24 07:00:00;2007-05-24;07:00;7417;5.1
2007-05-24 08:00:00;2007-05-24;08:00;10682;7.4
2007-05-24 09:00:00;2007-05-24;09:00;7651;5.9
2007-05-24 10:00:00;2007-05-24;10:00;4013;6.9
2007-05-24 11:00:00;2007-05-24;11:00;6871;4.7
2007-05-24 12:00:00;2007-05-24;12:00;2278;6.8
2007-05-24 13:00:00;2007-05-24;13:00;3410;4.9
2007-05-24 14:00:00;2007-05-24;14:00;2161;4.4
2007-05-24 15:00:00;2007-05-24;15:00;1190;3.2
2007-05-24 16:00:00;2007-05-24;16:00;32;3
2007-05-24 17:00:00;2007-05-24;17:00;3956;7.2
2007-05-24 18:00:00;2007-05-24;18:00;7077;8.5
2007-05-24 19:00:00;2007-05-24;19:00;15383;9.3
2007-05-24 20:00:00;2007-05-24;20:00;15864;7.6
2007-05-24 21:00:00;2007-05-24;21:00;5937;5.5
2007-05-24 22:00:00;2007-05-24;22:00;6046;6.2
2007-05-24 23:00:00;2007-05-24;23:00;7050;6.8
2007-05-25 00:00:00;2007-05-25;00:00;3358;4.7
2007-05-25 01:00:00;2007-05-25;01:00;2254;5.7
2007-05-25 02:00:00;2007-05-25;02:00;3009;4.9
2007-05-25 03:00:00;2007-05-25;03:00;3075;4.4
2007-05-25 04:00:00;2007-05-25;04:00;901;3.7
2007-05-25 05:00:00;2007-05-25;05:00;808;3.5
2007-05-25 06:00:00;2007-05-25;06:00;0;2.7
2007-05-25 07:00:00;2007-05-25;07:00;34;2.3
2007-05-25 08:00:00;2007-05-25;08:00;4;2.3
2007-05-25 09:00:00;2007-05-25;09:00;0;1.7
2007-05-25 10:00:00;2007-05-25;10:00;0;1.8
2007-05-25 11:00:00;2007-05-25;11:00;467;3.8
2007-05-25 12:00:00;2007-05-25;12:00;1890;3.1
2007-05-25 13:00:00;2007-05-25;13:00;781;3.1
2007-05-25 14:00:00;2007-05-25;14:00;1820;3.5
2007-05-25 15:00:00;2007-05-25;15:00;1794;5
2007-05-25 16:00:00;2007-05-25;16:00;2081;4.5
2007-05-25 17:00:00;2007-05-25;17:00;1476;4.1
2007-05-25 18:00:00;2007-05-25;18:00;1049;3.4
2007-05-25 19:00:00;2007-05-25;19:00;101;0.9
2007-05-25 20:00:00;2007-05-25;20:00;0;2.2
2007-05-25 21:00:00;2007-05-25;21:00;1771;3.9
2007-05-25 22:00:00;2007-05-25;22:00;3147;5.4
2007-05-25 23:00:00;2007-05-25;23:00;5126;4.9
2007-05-26 00:00:00;2007-05-26;00:00;5429;5.1
2007-05-26 01:00:00;2007-05-26;01:00;5341;5.4
2007-05-26 02:00:00;2007-05-26;02:00;8517;6
2007-05-26 03:00:00;2007-05-26;03:00;11649;7.6
2007-05-26 04:00:00;2007-05-26;04:00;16472;7.8
2007-05-26 05:00:00;2007-05-26;05:00;13347;8.4
2007-05-26 06:00:00;2007-05-26;06:00;8506;7.2
2007-05-26 07:00:00;2007-05-26;07:00;7721;7
2007-05-26 08:00:00;2007-05-26;08:00;17605;8.8
2007-05-26 09:00:00;2007-05-26;09:00;18419;7.7
2007-05-26 10:00:00;2007-05-26;10:00;21444;7.5
2007-05-26 11:00:00;2007-05-26;11:00;17547;7.1
2007-05-26 12:00:00;2007-05-26;12:00;18969;8.5
2007-05-26 13:00:00;2007-05-26;13:00;20254;6.8
2007-05-26 14:00:00;2007-05-26;14:00;17046;6.3
2007-05-26 15:00:00;2007-05-26;15:00;15250;6.6
2007-05-26 16:00:00;2007-05-26;16:00;8345;6.5
2007-05-26 17:00:00;2007-05-26;17:00;11574;6.5
2007-05-26 18:00:00;2007-05-26;18:00;11430;6.1
2007-05-26 19:00:00;2007-05-26;19:00;7199;5.7
2007-05-26 20:00:00;2007-05-26;20:00;8917;6.3
2007-05-26 21:00:00;2007-05-26;21:00;7095;5.6
2007-05-26 22:00:00;2007-05-26;22:00;3724;4.8
2007-05-26 23:00:00;2007-05-26;23:00;3264;6
2007-05-27 00:00:00;2007-05-27;00:00;1876;6
2007-05-27 01:00:00;2007-05-27;01:00;941;3.4
2007-05-27 02:00:00;2007-05-27;02:00;1782;4.6
2007-05-27 03:00:00;2007-05-27;03:00;4410;6.1
2007-05-27 04:00:00;2007-05-27;04:00;8077;7.2
2007-05-27 05:00:00;2007-05-27;05:00;12265;6.2
2007-05-27 06:00:00;2007-05-27;06:00;15350;8.6
2007-05-27 07:00:00;2007-05-27;07:00;15566;7.3
2007-05-27 08:00:00;2007-05-27;08:00;13158;7.8
2007-05-27 09:00:00;2007-05-27;09:00;15563;8
2007-05-27 10:00:00;2007-05-27;10:00;10738;8.6
2007-05-27 11:00:00;2007-05-27;11:00;14891;10.4
2007-05-27 12:00:00;2007-05-27;12:00;14989;9.4
2007-05-27 13:00:00;2007-05-27;13:00;16992;10.8
2007-05-27 14:00:00;2007-05-27;14:00;12138;7
2007-05-27 15:00:00;2007-05-27;15:00;10172;9
2007-05-27 16:00:00;2007-05-27;16:00;10086;8.6
2007-05-27 17:00:00;2007-05-27;17:00;10561;9.3
2007-05-27 18:00:00;2007-05-27;18:00;11848;7.4
2007-05-27 19:00:00;2007-05-27;19:00;10658;9.2
2007-05-27 20:00:00;2007-05-27;20:00;8435;7.2
2007-05-27 21:00:00;2007-05-27;21:00;4446;5.9
2007-05-27 22:00:00;2007-05-27;22:00;5211;6.7
2007-05-27 23:00:00;2007-05-27;23:00;3184;5.7
2007-05-28 00:00:00;2007-05-28;00:00;4778;4.8
2007-05-28 01:00:00;2007-05-28;01:00;4298;4.3
2007-05-28 02:00:00;2007-05-28;02:00;2675;4.9
2007-05-28 03:00:00;2007-05-28;03:00;3665;5.9
2007-05-28 04:00:00;2007-05-28;04:00;5194;6.7
2007-05-28 05:00:00;2007-05-28;05:00;4900;6.5
2007-05-28 06:00:00;2007-05-28;06:00;6085;6.8
2007-05-28 07:00:00;2007-05-28;07:00;6321;6.3
2007-05-28 08:00:00;2007-05-28;08:00;4575;5.3
2007-05-28 09:00:00;2007-05-28;09:00;2347;5.3
2007-05-28 10:00:00;2007-05-28;10:00;1682;5.8
2007-05-28 11:00:00;2007-05-28;11:00;2331;5.3
2007-05-28 12:00:00;2007-05-28;12:00;3229;4.6
2007-05-28 13:00:00;2007-05-28;13:00;2060;5.6
2007-05-28 14:00:00;2007-05-28;14:00;2505;6.2
2007-05-28 15:00:00;2007-05-28;15:00;2432;4.8
2007-05-28 16:00:00;2007-05-28;16:00;1207;4.3
2007-05-28 17:00:00;2007-05-28;17:00;2277;5.3
2007-05-28 18:00:00;2007-05-28;18:00;3322;5.9
2007-05-28 19:00:00;2007-05-28;19:00;4200;5
2007-05-28 20:00:00;2007-05-28;20:00;2462;5.3
2007-05-28 21:00:00;2007-05-28;21:00;3022;5.3
2007-05-28 22:00:00;2007-05-28;22:00;2294;4.4
2007-05-28 23:00:00;2007-05-28;23:00;4141;5.8
2007-05-29 00:00:00;2007-05-29;00:00;7049;4.9
2007-05-29 01:00:00;2007-05-29;01:00;9916;6.3
2007-05-29 02:00:00;2007-05-29;02:00;9746;5.4
2007-05-29 03:00:00;2007-05-29;03:00;8226;8.7
2007-05-29 04:00:00;2007-05-29;04:00;17516;8.7
2007-05-29 05:00:00;2007-05-29;05:00;18964;8.1
2007-05-29 06:00:00;2007-05-29;06:00;14750;7.8
2007-05-29 07:00:00;2007-05-29;07:00;12872;6.6
2007-05-29 08:00:00;2007-05-29;08:00;13693;6.8
2007-05-29 09:00:00;2007-05-29;09:00;15102;7.1
2007-05-29 10:00:00;2007-05-29;10:00;15352;6.8
2007-05-29 11:00:00;2007-05-29;11:00;14784;7.9
2007-05-29 12:00:00;2007-05-29;12:00;10958;6.3
2007-05-29 13:00:00;2007-05-29;13:00;10109;5.5
2007-05-29 14:00:00;2007-05-29;14:00;9651;7.5
2007-05-29 15:00:00;2007-05-29;15:00;12354;5.5
2007-05-29 16:00:00;2007-05-29;16:00;8091;5.2
2007-05-29 17:00:00;2007-05-29;17:00;9769;8.4
2007-05-29 18:00:00;2007-05-29;18:00;12587;7.4
2007-05-29 19:00:00;2007-05-29;19:00;13802;6.3
2007-05-29 20:00:00;2007-05-29;20:00;14568;8.2
2007-05-29 21:00:00;2007-05-29;21:00;24253;13.3
2007-05-29 22:00:00;2007-05-29;22:00;37160;13.7
2007-05-29 23:00:00;2007-05-29;23:00;37748;13.8
2007-05-30 00:00:00;2007-05-30;00:00;36664;13.7
2007-05-30 01:00:00;2007-05-30;01:00;35967;13.6
2007-05-30 02:00:00;2007-05-30;02:00;36506;12.5
2007-05-30 03:00:00;2007-05-30;03:00;35881;12.5
2007-05-30 04:00:00;2007-05-30;04:00;36792;13.3
2007-05-30 05:00:00;2007-05-30;05:00;37286;13.9
2007-05-30 06:00:00;2007-05-30;06:00;36335;10.7
2007-05-30 07:00:00;2007-05-30;07:00;19871;8.9
2007-05-30 08:00:00;2007-05-30;08:00;11434;5.7
2007-05-30 09:00:00;2007-05-30;09:00;5947;7
2007-05-30 10:00:00;2007-05-30;10:00;8325;6.9
2007-05-30 11:00:00;2007-05-30;11:00;14122;8.5
2007-05-30 12:00:00;2007-05-30;12:00;16796;8.9
2007-05-30 13:00:00;2007-05-30;13:00;17672;9
2007-05-30 14:00:00;2007-05-30;14:00;16695;6.7
2007-05-30 15:00:00;2007-05-30;15:00;19583;9.5
2007-05-30 16:00:00;2007-05-30;16:00;15802;6.7
2007-05-30 17:00:00;2007-05-30;17:00;18551;7
2007-05-30 18:00:00;2007-05-30;18:00;15698;7.8
2007-05-30 19:00:00;2007-05-30;19:00;18427;9.5
2007-05-30 20:00:00;2007-05-30;20:00;20298;8.5
2007-05-30 21:00:00;2007-05-30;21:00;18463;8.9
2007-05-30 22:00:00;2007-05-30;22:00;24654;10.1
2007-05-30 23:00:00;2007-05-30;23:00;28535;9.9
2007-05-31 00:00:00;2007-05-31;00:00;34446;9.3
2007-05-31 01:00:00;2007-05-31;01:00;25013;10.2
2007-05-31 02:00:00;2007-05-31;02:00;29633;12.3
2007-05-31 03:00:00;2007-05-31;03:00;33206;10.2
2007-05-31 04:00:00;2007-05-31;04:00;33376;8.2
2007-05-31 05:00:00;2007-05-31;05:00;29858;10.1
2007-05-31 06:00:00;2007-05-31;06:00;27403;9
2007-05-31 07:00:00;2007-05-31;07:00;30501;12.2
2007-05-31 08:00:00;2007-05-31;08:00;31047;9.7
2007-05-31 09:00:00;2007-05-31;09:00;27304;10.1
2007-05-31 10:00:00;2007-05-31;10:00;22737;10.9
2007-05-31 11:00:00;2007-05-31;11:00;28548;10.2
2007-05-31 12:00:00;2007-05-31;12:00;16559;10.5
2007-05-31 13:00:00;2007-05-31;13:00;9303;9.3
2007-05-31 14:00:00;2007-05-31;14:00;29579;9.9
2007-05-31 15:00:00;2007-05-31;15:00;29010;11.1
2007-05-31 16:00:00;2007-05-31;16:00;23749;8.1
2007-05-31 17:00:00;2007-05-31;17:00;17109;8.6
2007-05-31 18:00:00;2007-05-31;18:00;19857;9.4
2007-05-31 19:00:00;2007-05-31;19:00;14830;7.4
2007-05-31 20:00:00;2007-05-31;20:00;12241;7
2007-05-31 21:00:00;2007-05-31;21:00;6989;6.4
2007-05-31 22:00:00;2007-05-31;22:00;5590;6.7
2007-05-31 23:00:00;2007-05-31;23:00;3093;5.2
2007-06-01 00:00:00;2007-06-01;00:00;2651;4.7
2007-06-01 01:00:00;2007-06-01;01:00;1490;4.8
2007-06-01 02:00:00;2007-06-01;02:00;733;3.5
2007-06-01 03:00:00;2007-06-01;03:00;1405;3.9
2007-06-01 04:00:00;2007-06-01;04:00;1643;3.5
2007-06-01 05:00:00;2007-06-01;05:00;820;3.5
2007-06-01 06:00:00;2007-06-01;06:00;1489;3.9
2007-06-01 07:00:00;2007-06-01;07:00;1853;3.6
2007-06-01 08:00:00;2007-06-01;08:00;2768;4.2
2007-06-01 09:00:00;2007-06-01;09:00;2741;4.9
2007-06-01 10:00:00;2007-06-01;10:00;2457;3.6
2007-06-01 11:00:00;2007-06-01;11:00;3365;5.4
2007-06-01 12:00:00;2007-06-01;12:00;3208;4.8
2007-06-01 13:00:00;2007-06-01;13:00;1720;4.3
2007-06-01 14:00:00;2007-06-01;14:00;1481;4.3
2007-06-01 15:00:00;2007-06-01;15:00;1984;4.3
2007-06-01 16:00:00;2007-06-01;16:00;2662;4.2
2007-06-01 17:00:00;2007-06-01;17:00;1673;3.7
2007-06-01 18:00:00;2007-06-01;18:00;1283;4.1
2007-06-01 19:00:00;2007-06-01;19:00;2147;3.8
2007-06-01 20:00:00;2007-06-01;20:00;1062;2.8
2007-06-01 21:00:00;2007-06-01;21:00;166;2.9
2007-06-01 22:00:00;2007-06-01;22:00;83;1.4
2007-06-01 23:00:00;2007-06-01;23:00;0;1.9
2007-06-02 00:00:00;2007-06-02;00:00;0;1.4
2007-06-02 01:00:00;2007-06-02;01:00;0;2.2
2007-06-02 02:00:00;2007-06-02;02:00;0;2.2
2007-06-02 03:00:00;2007-06-02;03:00;0;1.9
2007-06-02 04:00:00;2007-06-02;04:00;0;1.9
2007-06-02 05:00:00;2007-06-02;05:00;0;1.5
2007-06-02 06:00:00;2007-06-02;06:00;0;0.8
2007-06-02 07:00:00;2007-06-02;07:00;0;1.5
2007-06-02 08:00:00;2007-06-02;08:00;0;0.3
2007-06-02 09:00:00;2007-06-02;09:00;0;0.8
2007-06-02 10:00:00;2007-06-02;10:00;0;1.6
2007-06-02 11:00:00;2007-06-02;11:00;0;1.5
2007-06-02 12:00:00;2007-06-02;12:00;0;1.4
2007-06-02 13:00:00;2007-06-02;13:00;0;1.7
2007-06-02 14:00:00;2007-06-02;14:00;0;2.5
2007-06-02 15:00:00;2007-06-02;15:00;0;1.8
2007-06-02 16:00:00;2007-06-02;16:00;0;1.8
2007-06-02 17:00:00;2007-06-02;17:00;0;2.6
2007-06-02 18:00:00;2007-06-02;18:00;769;5.5
2007-06-02 19:00:00;2007-06-02;19:00;2679;4.9
2007-06-02 20:00:00;2007-06-02;20:00;3593;6
2007-06-02 21:00:00;2007-06-02;21:00;4178;6.2
2007-06-02 22:00:00;2007-06-02;22:00;5249;6.6
2007-06-02 23:00:00;2007-06-02;23:00;6366;5.3
2007-06-03 00:00:00;2007-06-03;00:00;7568;6.3
2007-06-03 01:00:00;2007-06-03;01:00;8627;7.5
2007-06-03 02:00:00;2007-06-03;02:00;9634;3.4
2007-06-03 03:00:00;2007-06-03;03:00;5178;4.3
2007-06-03 04:00:00;2007-06-03;04:00;6036;5.4
2007-06-03 05:00:00;2007-06-03;05:00;3893;7.1
2007-06-03 06:00:00;2007-06-03;06:00;4117;5.5
